,GSM77082,GSM77083,GSM78821,GSM78822,GSM78823,GSM78824,GSM78825,GSM78826,GSM78827,GSM78828,GSM78829,GSM78830
1426400_a_at,4730,4227.2,1457.3,2321.5,3877.3,4047,1339.9,1837,4004.2,2491.4,2079.2,2366.1
1426401_at,413.3,297.2,457.3,502,580.4,843.8,381.6,460.8,905.2,731.7,436.6,636.6
1426402_at,798.4,701.8,390.7,392.8,1243.6,1638.7,592.5,596.1,654.4,284,203.6,275.4
1426403_at,469.7,514.1,103,146.5,381.5,337.5,113.3,139.6,229.2,103,78,95.5
1426404_a_at,1139.8,609.7,359.1,584.8,1725.3,1769.6,313.4,394.2,1227.8,752.4,531.6,458.9
1426405_at,34.6,49,23.2,20.4,59.2,39.2,11.8,17.2,42.4,26,24.5,13.7
1426406_at,277.6,224.1,73.4,88.1,1181.8,1401.3,348.1,427.8,547.5,190.4,118.1,134.2
1426407_at,1859.9,2451,1271.9,1266.6,2879.2,2845.8,1182.6,1576.3,2326.6,989.6,747.7,962.1
1426408_at,744.3,982.6,218,237.7,1506.7,1115.1,350.9,471.1,635.3,228.3,150.1,157.7
1426409_at,765.9,711.8,173.5,230.5,667.1,592.9,225.4,267.4,1497.8,511.6,456.5,543.2
1426410_at,80.6,92.1,44.8,30.4,412.1,549.5,131.6,168.8,182.7,73.6,71.8,97.6
1426411_a_at,53.7,28.8,28.3,45.5,101.2,147.2,63.7,76,63,55.1,25.2,50.3
1426412_at,15.7,4.9,10.7,12.7,1.5,1.6,0.8,9.1,20.6,5.9,3.5,5.2
1426413_at,83.9,76.4,21.6,2.2,40.8,49.6,1.6,1.3,100.4,7.9,10.7,15.5
1426414_a_at,607.8,357.3,213.7,445.2,1635.3,1880.4,797.3,855.2,882,537.5,556,447.5
1426415_a_at,67.3,40.9,8.3,19.1,239.7,220.1,33.5,56.8,145.6,25.4,22,29.6
1426416_a_at,643.5,388.8,320.5,478.5,617.2,702.1,212.2,237.5,1070.2,592.9,364.7,593.8
1426417_at,127.5,232.3,77.9,53.8,64,73,23.7,34.6,142.5,64.2,45.3,39.6
1426418_at,301.7,262.8,72.6,136.3,579.9,495.7,281.6,338.8,84.3,22.8,15.5,44
1426419_at,310.2,265.8,108,148.2,393.3,397.3,49.9,70.4,350.5,59.4,40.7,57.6
1426420_at,20,4.3,18.9,42.5,11.4,30.6,7.5,7.3,6.8,16.4,5.6,3.7
1426421_s_at,133.2,77.3,102,107.3,88.8,145.9,51.5,47.7,179.4,66.7,48.3,70.6
1426422_at,79.4,74.4,20.6,25.7,77.9,146.1,30,48.3,168.4,56.2,60.2,64.2
1426423_at,192.6,156.2,58.7,91.8,1381.3,1250.3,478.7,638.6,224.4,80.8,61.5,90.8
1426424_at,312.7,136.5,217.3,195.2,406.9,626.5,192.6,230.5,348.5,283.1,188.6,271.3
1426425_at,821.9,475.2,207,404.6,1123.5,1467.5,508.6,575.7,620.9,282.7,286.3,296.1
1426426_at,563.3,720,399.8,357.3,2038.5,2290.5,786.6,1009.2,458.3,270,208.4,238.8
1426427_at,73.1,54.6,29.5,35.1,192.4,263.3,72.9,79.4,164.1,78.1,64.5,87.3
1426428_at,168.1,211.1,53.6,91.7,337.1,410.1,92.3,190,310.9,144.4,113.8,110.6
1426429_at,62.3,55.5,2.8,13.3,65.7,70.3,13.8,15.9,66,15.9,22.5,16.6
1426430_at,199.2,194.8,69.9,72.2,511.8,713.4,194.3,209,378.7,203.8,199.5,196.6
1426431_at,77.5,61.9,28.3,40.4,313.5,459.9,83.6,168.7,293.2,118.3,114.8,81
1426432_a_at,112,129.6,29.8,33.9,46.9,30.7,5.8,15.2,429.5,49.7,32.8,38.6
1426433_at,27.8,22.7,10.9,9.2,14.3,3.1,3.2,1.2,45.8,14.3,15.7,11.3
1426434_at,552.2,409,202.7,330.9,752.9,811.7,159.4,235.5,1402.7,577.5,400.4,596.8
1426435_at,323.6,259.7,168.8,165.4,142.9,155.9,47.4,71.3,246.9,171.3,121.7,177.3
1426436_at,556.1,313.7,133,184.6,153.8,237.2,48.5,61.2,880.2,357.9,280.1,339.8
1426437_s_at,475.7,479.9,219.4,273,596.7,695.7,274.6,288.3,714.4,218.4,188.8,244.5
1426438_at,10.4,13.1,0.5,0.4,0.2,9,3.1,0.4,0.4,3,4,0.5
1426439_at,4.2,17.6,2,3.8,1.3,7,0.7,0.3,15.5,0.4,0.8,3.4
1426440_at,788,327.8,522,575.8,379.1,493.7,118.5,166.7,2677.9,1566.4,1355.5,1705.2
1426441_at,133.5,149.4,63.4,58.1,365.9,363.7,114,123.1,102.3,41.9,40.2,42.8
1426442_at,21.5,26.3,3.8,6,15,14,0.8,7.8,35.7,18,17,13.2
1426443_at,147.7,176.1,56.7,49,118.9,119.7,51.6,64.3,156.2,48.8,43.6,61.6
1426444_at,164.2,100.2,28.8,45.9,67.6,127,35.5,24.2,114.7,26.6,50.5,29.9
1426445_at,577,355.1,163,191.4,419.8,379.6,109.3,116.9,526.8,164.8,124.8,180.3
1426446_at,196,451.6,40.7,46.9,117.4,311.7,46.4,46.5,200.4,26.4,27.7,21.6
1426447_at,215.5,244.8,136.3,175.5,827.1,1170.4,506.6,624.4,364,219.6,187.4,219.3
1426448_at,146.8,151.8,60.9,75.4,143.5,155.9,39.3,33.7,245.4,71.6,62.3,73.9
1426449_a_at,307.7,321,100.8,188.1,500.2,663.1,209.3,254,710.7,285,226.8,311.1
1426450_at,735.9,641.3,288.8,280.1,217,239.4,104.3,162.1,338.7,125.3,60.3,124
1426451_at,241.4,242.9,123.4,185.9,243.7,405.8,104.6,151.6,308.1,192.4,165.3,158.7
1426452_a_at,22.5,20.7,21.1,16.2,2.3,19.8,8,2.9,277.6,217.1,125.5,215.7
1426453_at,756.3,940.1,398.5,492.1,1400,1592.5,585.7,674.8,687.9,378.3,339.2,482.5
1426454_at,306.1,196.8,20.9,33.9,200.5,296.8,65.9,76.5,500.4,119.4,178.7,221.1
1426455_at,180.8,260.7,86.7,167.3,273.8,364.6,84.7,114.3,209.2,107.1,90.5,92.5
1426456_a_at,399.2,353.6,124.6,150.4,895.5,1138.3,481,582,325,142.5,100,149.5
1426457_at,823.2,714.5,466.9,550.2,1407.9,1543.4,532,671.5,1282.5,1337,893.4,796.9
1426458_at,32.8,25.1,13.4,10,0.7,15.4,1.5,6.9,32.5,19.1,8.9,4.5
1426459_s_at,969.9,517.1,664.6,712.8,384,385.5,82.9,126.9,1830.8,709.6,462.5,695.6
1426460_a_at,93,91.8,52.9,48.8,127.4,126.1,14.3,50.9,447.3,262.4,182.3,196.8
1426461_at,311.9,134.3,98.6,113.3,162.3,242.6,49.9,58.5,804.1,421.4,336.5,384.7
1426462_at,250,220.5,58.8,95.4,253.8,313.9,85.2,96.7,371.6,157.5,107.4,132.8
1426463_at,123.8,124.3,38.2,60.3,119.6,118.9,33.7,45,195.7,83.2,53.6,48
1426464_at,910.3,855.6,287.2,369.9,186.3,178.5,52.1,47.8,737.5,124.8,161.8,397.4
1426465_at,543.8,529.3,126.6,164.1,724.2,597.8,131.2,203.8,812.9,240.9,223.8,281.1
1426466_s_at,43.6,59,2.3,6,63,3.5,0.9,1.4,212.4,22.7,6.4,13.8
1426467_s_at,328.7,304.3,185.6,281.2,382.2,375.9,197.3,235.2,462.5,383,240.8,345.1
1426468_at,442.3,539.9,266.1,309.6,509.6,445.4,141.2,204.9,666.8,267.7,233.2,330
1426469_a_at,212.8,199.3,116.4,136.4,374.6,483.9,128.6,146.8,289.7,94.5,77.1,88.9
1426470_at,3.5,7.9,5.9,2.2,6.4,39.8,2.1,4,3.9,2.1,21,4.4
1426471_at,47.4,48.7,39.7,30.3,113,441.3,52.5,69.8,201.5,61.8,42.7,49.4
1426472_at,34.5,14.1,4.8,12.4,40.5,113.5,5,20.9,41.2,18,4.5,8.6
1426473_at,476.5,337.6,204.7,303.3,2849.2,2952.3,1101.1,1444.5,415.2,223.3,169.2,172.6
1426474_at,91.2,87.6,54.7,51.7,593.9,714.9,188.7,256.9,135.7,90.6,85,104
1426475_at,230.2,197.2,113,160.8,749.6,659.7,375,499.7,432.9,241.8,179.4,240.9
1426476_at,672.9,654.6,350.3,411.4,1277.3,2762.8,800.6,966.9,907.8,307.6,255.4,301.3
1426477_at,931.8,1216.1,240.4,248.6,1493.1,3202.4,618.9,780.9,968.8,249.6,152.9,186.1
1426478_at,43.7,38.8,27.1,32.1,49.7,153.2,62.6,58.8,58.4,21.8,17.2,18.5
1426479_a_at,214.3,165.1,49.5,64.6,148.7,163.5,48.2,75.9,361.6,98.9,81.1,140.5
1426480_at,1228.6,1062.3,286.1,486,821,1107.8,355,358.1,1122.4,524.5,445.6,517.5
1426481_at,1001.6,669.3,487.8,579.2,1027.8,1163.4,404.6,557.5,1647.5,708.6,594.3,769
1426482_at,329.8,159.7,226.5,193,537.3,953.9,410.4,475,723.4,593.1,444.6,526.1
1426483_at,370.3,151.3,267.7,327.6,1027.4,1085.4,648.8,653.1,938.4,825.3,448.7,781.4
1426484_at,489,622.6,184.6,253.1,265.7,254.8,67.3,44.3,344.1,169,154.5,178.2
1426485_at,772.3,1559.4,146.5,478.9,554.2,1506.1,334,175.5,1160.5,106.2,290.3,108.2
1426486_at,918.6,731.8,290.9,334.4,1142.9,1100.5,440.6,405.7,675.8,297.6,273.7,320.6
1426487_a_at,472.1,568.1,156.3,192.1,390.7,290.3,132.1,143.4,286,111.7,108.8,151.5
1426488_at,221.4,248,122.5,139,313,319,93.7,119.1,481.7,188.2,144.8,175.6
1426489_s_at,517.1,635.5,397.9,413.6,837.6,860.7,208.9,229.7,1262.7,553.5,524.7,553.9
1426490_at,553.3,433.9,227.8,289.5,715.5,735.6,145.8,215.2,1126.9,477.4,360.2,429.8
1426491_at,315.5,395.3,279.7,306.9,425.1,443.8,100.9,135.8,647.7,358.3,265.9,329.3
1426492_at,139.8,153.2,78,84.7,380,391.3,220.4,186.3,165.4,105.4,92.6,110.9
1426493_a_at,62.9,77.3,60.2,33.4,41.6,85,38.2,52.3,108.8,42.7,48.2,68.6
1426494_at,105.7,110.1,91.1,118.1,189.2,202.8,86.2,89.9,169.1,81.6,75.4,83
1426495_at,155.4,117.2,47.3,79.3,470.6,598.7,195.1,197.1,214.1,75.4,49.1,77.3
1426496_at,372.8,387.9,120.6,214.8,856.6,1011.3,430.3,448.5,266.1,157.7,127.1,115.4
1426497_at,110.4,89.9,18.9,20.1,126.5,67.6,23.7,25.5,91.4,13.4,11.5,31.9
1426498_at,6.3,23.1,19.8,19.9,21.3,28.1,3,9.8,48.1,10,3.4,8.7
1426499_at,263.7,127.7,78.3,93.1,292.8,357.5,104.1,136.8,494.3,240.1,193,269
1426500_at,405.3,315.6,94.2,155.6,501.5,554.8,156.4,137.1,654.5,228.5,210.6,262.9
1426501_a_at,98.9,94.6,26.8,39.4,36.9,26.1,5.7,1.6,112.1,20.6,14.4,36.1
1426502_s_at,172.8,178.1,53.3,55.5,164.1,148,37.7,54.8,211.3,64.9,65.6,60.4
1426503_a_at,130.6,141.3,42.5,56,306.5,363.7,148.6,165.2,208.6,116.1,79.3,97
1426504_a_at,344.4,314.5,157.5,231.4,464.4,636.8,272.6,336.6,560.2,393.7,304.1,370.3
1426505_at,5.7,5.3,1.7,2.1,6.4,5.5,2.3,1.6,6.4,2.1,1.4,3
1426506_at,9.2,5.2,10.1,3.1,13.1,8.2,1,3.5,16.7,4.2,5.8,1.7
1426507_at,70.3,46.3,14.9,11,71.2,53,14.3,21.6,62.7,17.6,16.5,15.9
1426508_at,56.1,63.6,15.1,23.9,33.1,29.9,17.1,21.2,66.3,13.5,23.3,17
1426509_s_at,32.7,7.9,0.7,1.5,2.9,4.3,1.5,1,20.1,1.6,1.6,6.9
1426510_at,107.2,98.2,51.7,72.7,250.5,290.7,106.7,144.2,135.2,73.4,62.3,71
1426511_at,98.4,59.1,15.7,22.4,7,17.7,6.2,1.2,530.1,325.8,298.4,233.8
1426512_at,1,2.3,0.6,4.1,3.4,1,9.9,7.6,1.5,3.6,3,3.8
1426513_at,128.7,157.9,83.6,85.6,236.7,317.1,76.5,111,170.3,94.1,76.3,96.3
1426514_at,60.1,66.1,10.3,12.6,79.3,157.3,19.5,8.5,431.6,39.1,35,18.7
1426515_a_at,149.2,162.1,112.9,178.9,407.8,431.9,188.9,200.3,434.7,197.3,166.1,274.1
1426516_a_at,317.4,160.3,155.2,213.8,94.4,151.7,15.2,32.1,404.1,191.6,144.7,132.7
1426517_at,26,11.8,20.2,21.8,4.3,20,4.8,0.7,45.5,24.4,6.9,19.9
1426518_at,318.2,176.2,152.7,189.8,261,275.9,108.7,144.9,535.5,240.3,145.2,207.6
1426519_at,62.3,49.3,25.6,29.6,38.6,59.6,28.4,20.4,181.3,139.9,78,95.2
1426520_at,33.9,49.6,19.1,14.7,2.3,7.9,13.5,20.9,46.8,12.7,22,14
1426521_at,80.1,75,31.3,31.6,96.9,76,23.6,40.5,91.7,52.6,36.4,66.7
1426522_at,1468.9,1375,572.4,704.6,3091.7,3029.3,865.2,1007.9,2205.3,1213.4,929.4,1028.4
1426523_a_at,142.4,126.5,35.6,77.9,109,173.1,34.1,27.8,324,138.9,108.6,87
1426524_at,240.9,146.4,239.9,224.7,296.1,442.4,98.8,131.8,828.2,513.7,420,530.6
1426525_at,1374,1253.8,761.6,711.4,1325.3,1115.7,401.5,595.7,1264.3,531.3,392.4,550.7
1426526_s_at,213.9,220.2,93.3,88.7,84.5,68.3,15.3,17.3,125.8,22.4,22.8,22.5
1426527_at,271,267.7,143.2,188.5,331.4,519.7,250.6,263,280.7,211,159.3,222
1426528_at,223.2,240.7,54.3,60.5,287.4,321.7,41.5,52.9,671.9,103.5,93.7,106.9
1426529_a_at,2501.3,1383.6,619.9,954.9,3045.5,3530.9,1737.2,1770.2,2504.1,1450.8,1101.6,1496.1
1426530_a_at,504.7,458.2,392.4,425.3,755,519,159.6,196.4,874.7,388.9,255.4,360.9
1426531_at,1633.3,1393.7,527.7,660.9,1337.4,1424.5,348.4,403.7,1196.8,458.1,407.1,421.5
1426532_at,169,189.7,55,104.5,108.3,147.9,52,35.8,173.6,40.7,64,21.9
1426533_at,453.2,388.4,147.9,286.6,990.5,1420.1,1063,1054.8,267.3,148.9,190.4,135.8
1426534_a_at,157.8,168.3,74.9,83,354.4,352.7,101.2,124.1,737.7,323.3,238.9,334.7
1426535_at,422.6,281.4,276.3,426.3,658,1020.3,300.7,451,848.9,408.2,346.5,423.1
1426536_at,279.3,242.1,248,297.1,244.1,357.9,88.2,107.3,365.9,125.3,83.2,127.1
1426537_at,27.5,58.5,30.6,18.8,32.4,30.4,12.5,13.7,61.4,29.3,10.8,30.1
1426538_a_at,66.7,59.2,23,54.6,179.5,233.9,84,23.7,65.1,13.8,27.6,36.2
1426539_at,392.3,374.4,116.2,188.4,281.1,279.5,72.6,79.6,329.2,62.9,77.1,115.1
1426540_at,61.1,91,23.9,44.7,91.9,123.1,9.4,25.8,358.9,151.8,104.7,110.4
1426541_a_at,56.1,128.6,21.8,15.6,12.3,77.7,6,9.2,268.9,98.5,69.8,23.4
1426542_at,43.3,60.1,8.4,5.1,28.9,39.6,3.4,13.2,72.9,34.4,24.1,18.8
1426543_x_at,42.4,64.2,14,16.9,18.5,68.1,11.3,16.7,244.9,93.9,33.6,45.5
1426544_a_at,140.6,200.7,47.5,51.6,90.7,143.6,18.6,21.9,218.8,47.8,37.4,44.3
1426545_at,396.8,260.5,67.9,109,261.1,346.5,44.5,37.7,497.6,45.2,48.9,58.8
1426546_at,138.8,110.7,54.5,75.3,162.3,132.7,35.2,43.2,207,78.9,70.5,77.3
1426547_at,16.7,16.3,1.3,3.4,6.1,1.8,0.8,0.9,3.4,2.4,2.9,3
1426548_a_at,143.7,200.1,86.9,85.9,185.6,245.5,102.3,123.4,202.6,93.5,75.3,94.1
1426549_at,21.8,5,17.1,5.9,22.3,3.9,1.7,1.2,7.8,5.3,2.7,3
1426550_at,7.7,5.7,2.9,16.1,5.1,5.4,2.6,2.9,7.1,3.3,2.1,18.5
1426551_at,10.9,38.4,11.3,14.4,5.7,3,1.5,5.9,26.3,9.1,4.8,2.4
1426552_a_at,2.1,1.8,0.7,1.4,1.6,0.8,0.5,1.9,2.5,0.7,0.8,2.7
1426553_at,233.7,206,70.3,93.2,408.3,468.4,93,129.9,439.4,142.5,106.6,158.4
1426554_a_at,762.1,511,304.3,413.9,3486.9,4154.4,2179.3,2697.8,1030.6,709.3,550.8,699
1426555_at,2327.4,1210.7,484.2,948.2,1319.7,1802.3,444,456.6,3647.5,1248,1062.6,1640.3
1426556_at,411.1,453.5,182.3,202.6,371.5,365.2,63.2,67.5,364.3,120.1,73.6,119.9
1426557_at,58,51.6,32.7,35.4,41.6,45.3,15.3,36.7,42.6,33.6,23.1,10.9
1426558_x_at,271.9,85.6,135.3,165.8,839.7,1203.5,131.4,167.6,765.6,239.3,166.7,149.5
1426559_at,1160,1985.6,585.8,564.9,1640.4,1805,524.7,635.1,1002.5,467.2,353.1,244.2
1426560_a_at,85.2,48.9,17.6,26.8,91.1,223,90.6,86.6,87.4,18.5,27.1,21.1
1426561_a_at,38.3,23.6,11.9,16.7,113.9,167.8,29.1,32.3,6.7,13.8,6.5,3.1
1426562_a_at,223.1,94.2,40.3,88.7,320.1,435.3,130.5,126.3,174.4,43.3,55.9,50.4
1426563_at,35.5,11,2,20.2,33.5,45.2,28.3,20.4,5.2,1.7,4.6,11.7
1426564_at,61.8,22.6,41.4,39.6,116.8,158,60.6,73,38.9,43.7,36.7,15.5
1426565_at,213.8,421.8,43.3,53.9,243.6,263.2,46.4,62.3,279.8,52,29.4,41.2
1426566_s_at,162.4,112.9,29.4,25.3,45.4,13.3,11.3,10.8,121.9,19.9,23.4,21.8
1426567_a_at,581.1,563.8,120.8,187.4,64.8,87.6,27.9,58.9,253.7,101.3,129.9,146.7
1426568_at,98.2,85.7,12.7,24.3,37.9,35.4,0.7,1,108.6,27.5,26.7,43.7
1426569_a_at,15.7,20.1,16.3,17.8,47.1,79.1,38.6,30.3,80.8,27.1,36.9,20.6
1426570_a_at,31.8,28.6,8.3,18.3,41.6,61.7,15.4,12.8,70,19.5,26,10.5
1426571_at,60.7,25.3,3.2,9.5,5.8,40.7,2.7,2.3,134.8,83.1,45.4,59
1426572_at,70.1,32.7,28.8,36.9,544,700.6,370.2,373,105.8,60.2,39.6,53.7
1426573_at,33.6,25.7,24.5,9.2,131.2,240.4,52.9,80.8,61.1,25.6,13.5,27.9
1426574_a_at,346.3,465.8,103.9,159.3,82.2,62,30.5,9.7,1641,409.6,351.5,252.5
1426575_at,87.9,89,31.4,50.9,60.6,53.3,1.2,18.2,267.5,66.6,86.7,102.1
1426576_at,211.1,106.4,69.8,138.6,41.2,45.9,18.3,22,486.3,145.8,127.2,144.7
1426577_a_at,160.7,135.1,63.5,104.5,184.9,157.1,89.1,124.9,192.7,97.5,101.6,88.2
1426578_s_at,152.5,216.7,147.8,93.7,172.1,189.3,63.1,103.1,218.9,103.8,69.3,97.4
1426579_at,434.1,532.1,319.9,348.9,520.5,656.8,369.8,385.9,419.1,261.7,218.4,230.6
1426580_at,71.3,42.1,50.4,58.4,951.5,1020.8,340.3,394.1,80.9,48.2,39.9,43.1
1426581_at,592.3,520.5,207.7,308.4,1273,1415.3,635.9,799.5,548.6,413.6,386.2,456.4
1426582_at,197,331.6,120.2,177.8,257.5,431.3,105.4,151.6,297.3,174.7,97.2,119.3
1426583_at,995.7,644.4,380.9,347.5,956.5,1238.1,111,149.6,1320.5,306.1,161.3,204.7
1426584_a_at,405.4,210,155.3,226.9,139.8,236.7,58,77.3,624.3,315.2,195.6,275.9
1426585_s_at,710,578.3,310.2,318.6,1248.8,1730.3,384.7,473.1,774.2,397.9,223.1,349.8
1426586_at,520.5,484.4,167.3,246.2,1099,1283.8,426.5,553.7,630.1,395,307.6,355.6
1426587_a_at,2297.3,2760.3,217.2,282.8,247.8,216.5,47.4,54.7,1361.8,392,214.7,370
1426588_at,91.8,43.5,3.9,4.7,47.6,28,3,3,57.9,1,13.9,2
1426589_at,52,67.4,11,13.8,35.2,34.7,11.6,17.5,116.4,25.4,26.9,27.4
1426590_at,82.3,83.5,40.2,36.9,247.1,234.1,74.5,108,129.9,56.8,40.9,39.9
1426591_at,61.2,90.7,19.3,8.6,75.5,50.7,14.6,10.5,134.4,16.4,14,25.2
1426592_a_at,293.1,234.6,80.5,68.2,376.2,411.4,126.2,170.4,401.6,192,128.8,152.2
1426593_a_at,431.7,337.9,97.2,96.6,433.2,563.2,77.7,119.8,545.4,125,106.8,91.4
1426594_at,33.1,13.4,11,11.9,10.2,29.6,3.6,1.9,108.8,102.4,66.6,105
1426595_at,82.1,54.4,11.1,22.2,75,66.5,7.3,15.7,85.3,6.2,12.1,13.5
1426596_a_at,69,58.3,4.1,31.1,219.9,221.8,49.9,72.8,83.5,6.3,19.8,35
1426597_s_at,115.8,128.7,18.5,33.8,170.6,250.9,75.4,51.9,206.8,34.7,62,27.1
1426598_at,21.2,14.3,3.6,0.8,21.3,10.8,5.1,2.7,9.7,5.6,4.1,7.2
1426599_a_at,426.9,289,101.3,125.1,532.3,695.2,121.6,155.2,456.4,198.4,118.6,197.2
1426600_at,433.1,235.3,82.3,108.2,559.1,662.2,137.4,139.6,465.8,211.9,137.2,231
1426601_at,77.9,77.9,17.1,10,46.1,10.9,7.3,7.4,58.5,31.1,23.4,16.7
1426602_at,436.7,447.5,133.7,180.7,384.4,383.3,161.1,213,448.8,249.2,165.8,244.3
1426603_at,65.9,76.8,12.1,24.7,2.5,25,11.9,1.7,110.8,27.3,24.2,17.4
1426604_at,40.7,38.7,7.9,20.3,9.4,27.7,4.3,0.9,120.3,48.9,42.4,39.6
1426605_at,11,5.7,7.4,5,12.2,10.1,0.6,8.8,12.6,9.4,3.1,6.8
1426606_at,24.9,29.8,1.4,19.6,7.2,35.6,5.5,4.8,121.2,41.6,42.1,43.3
1426607_at,106.3,122.8,95.5,86.9,582.5,371.8,149.5,195.2,157.6,70,56.8,58
1426608_at,14.8,45.7,3.5,6.7,20.3,33.4,5.6,7.2,43.4,5,16.4,7.3
1426609_at,495,434.6,320.9,286.5,1265.2,1574.5,943.7,1027.8,329,178.3,127,170.9
1426610_a_at,83.2,99.7,73.1,91.8,52.4,108.1,41.7,35.3,161.8,45.1,32.7,32.2
1426611_at,1365.8,1176.3,784.4,956.8,5055.4,4713.5,2434.4,2940.9,2143.6,1533.8,1182.5,1307.8
1426612_at,616.2,582.2,329.9,384.8,2113.2,2126.6,1067.4,1134.9,542.7,290,250.3,291.6
1426613_a_at,192.5,169,76.5,115.9,403.7,323,116.9,116.1,192.8,54.1,52.8,65.8
1426614_at,382.3,591.6,281.4,479.2,545.6,674.6,383.5,314.7,825.1,301,280,371.4
1426615_s_at,808.3,528.6,235.8,263.3,2706.8,5823.3,783.4,1023.6,4524,2251.9,1809.2,1985.3
1426616_at,48.7,51.5,20.1,30.4,42.5,34.9,12.6,5.1,75.6,24.6,8.6,22.8
1426617_a_at,58.8,30.2,21,23.6,4.2,3.2,1.8,1.9,5.2,1.3,1.9,1
1426618_a_at,590.2,639.6,231.8,234.7,589.5,777.6,274.8,340.1,560.3,252.2,213.2,274
1426619_at,15,14.7,0.3,11.8,27.5,0.4,4,1,6.1,8.6,6.1,0.8
1426620_at,57.3,45.6,31.4,36.2,43.1,70.6,21.6,19.7,128.7,47.8,32.9,45.3
1426621_a_at,2.5,1.8,0.8,13.3,21,11,4.4,1.9,141.7,88,65.1,101.5
1426622_a_at,2.1,3,8,6.3,29.7,60.2,26.8,18.5,1168.9,552.7,416.8,462.1
1426623_a_at,241.8,500.3,64.3,81.9,279.4,245.4,58.4,55.4,410.2,90.6,72.6,123
1426624_a_at,1903.7,1399.2,438.5,681.4,334.9,293.8,36.1,66.9,1837.4,761.6,712.3,928
1426625_at,416.7,347.3,225.9,315.4,469.9,492.6,201.9,258.6,545.8,209.8,177,318.6
1426626_at,63.8,61.9,37.4,47.6,107.6,245,57.2,132.6,68.8,43.7,28.8,51.9
1426627_at,16.7,19.1,6.3,11.3,34.2,36.9,22.6,20.2,23.2,5.9,8.5,8.3
1426628_at,446.6,526.5,128.8,189.1,633.3,841.1,159.6,162.6,575.2,166.4,171.1,182.6
1426629_at,188.8,193.3,75.1,101.6,222.1,356.6,81.7,104.4,320.5,101.7,105.4,86.3
1426630_at,306.6,324.5,99.2,149.4,746.7,952.5,406.5,509.5,375.9,147.7,129.7,121.3
1426631_at,545.8,764.1,222.1,290.6,642,881.8,266.1,268.1,217.1,74.1,78.1,59.5
1426632_at,53.7,94.7,4.8,30.4,57.1,37.7,6.4,20,62.9,15.3,3.2,7.4
1426633_s_at,34.2,42.5,12.5,22.8,37.9,7.1,10.8,7.6,61.1,19.6,12.6,14.2
1426634_at,7.1,26.9,11.1,2.7,9.5,6.2,2.1,1.6,7.8,1,2.2,1.7
1426635_at,116.1,72.9,39.8,57.8,83.7,126.7,36.7,34.4,186,65.7,61.7,75.5
1426636_a_at,14.4,1.9,11.2,8.8,13.8,5.7,1.3,4.5,17,13.2,8.6,4.4
1426637_a_at,2.9,2.1,1.5,1.5,2.7,1,0.9,0.9,2.7,0.7,0.8,1.4
1426638_at,12.5,21,5.3,6.6,24.6,5.4,21.5,2,22.8,5.5,15.6,14.4
1426639_a_at,96.1,114.7,4,17.5,73.4,43.8,19.9,4.5,115.5,33.3,28,32
1426640_s_at,128.8,71.8,84.9,99.7,59.7,33.7,16.8,20.4,1025.8,436.9,250.1,372.3
1426641_at,10.1,7.4,6.9,0.5,16.4,7,0.9,8.5,30.2,17,17.8,12.6
1426642_at,1047.7,777.3,497.5,658.3,1985.9,4136.4,542.7,590,10829.1,7609.4,7154.5,8257.4
1426643_at,578.9,763.9,377.9,418.6,907.6,750.4,442.4,528.3,596.1,450.5,289.2,414.9
1426644_at,556.7,587.8,189.7,299.5,495.2,492.9,156.4,232.1,723,438.1,343.1,479.1
1426645_at,4288.1,4067.6,1506.8,1706.5,4473.3,4747,2411.9,2546.3,2120.7,600.3,635.7,680.5
1426646_at,628.6,357.7,450.6,447.5,807.2,762.1,283.3,439.3,830.6,626,361.8,639.6
1426647_at,269.1,244.6,96.1,102.1,142.7,130.1,22.5,29.7,196.3,69.8,47.1,70.4
1426648_at,538.2,249.9,155.9,189.9,333,501.6,183.4,194.5,581.5,212.4,189.9,254.2
1426649_at,30.9,23,12.2,1.9,309.1,440.7,167.6,169,63,79,72.3,30.6
1426650_at,24.7,6.4,10.2,1.7,130.7,168.5,1.1,15.2,27.1,4.2,9.6,0.8
1426651_at,65.1,47.2,16.8,45.1,371.2,443.3,149.5,219.9,98.5,101.8,51.1,52.3
1426652_at,107.6,155,60.8,65.6,873.6,998.2,541.2,603.6,127.5,50.3,45.9,46.6
1426653_at,44.5,94.8,31.2,54.9,351.9,626.6,261,265.8,72.9,25.7,23.5,36.4
1426654_at,335,265.3,89.9,77.2,499,509.1,151.3,230.8,287.2,130.3,77.9,99.3
1426655_a_at,130.8,115.5,58.8,53.4,117.4,50.7,22.4,31.1,166.7,96,87.2,123.7
1426656_at,244.1,296.2,136.8,120.6,170.6,221.3,59,65.7,478.7,221.1,211.2,309.8
1426657_s_at,61.5,80,45.8,51.6,2237.9,2183,1007.3,1233.9,121.9,76.7,61.2,94.6
1426658_x_at,379,499,186.6,255.9,5576.8,4090.5,2003.6,2485.5,567.9,247.2,299.1,345.9
1426659_a_at,9700,8072.7,6461.6,7485.1,7920,7600.3,6133.9,5863.9,5762.9,4759.1,4448.4,5118.8
1426660_x_at,10703.9,10009.9,8599.6,9211.5,8565,8420.3,6577.7,6530.6,7219.2,5714.8,5705.2,6313.6
